target_id,target_name,target_start_date,target_event_type,target_format,window_class,cohort_id,online_only_available,online_only_accuracy_pct,online_only_mae_pp,irl_only_available,irl_only_accuracy_pct,irl_only_mae_pp,fifty_fifty_available,fifty_fifty_accuracy_pct,fifty_fifty_mae_pp,current_v2_1_available,current_v2_1_accuracy_pct,current_v2_1_mae_pp
0031,Regional Championship Santiago,2025-05-17,Regional Championship,SVI-JTG,settled,C025,True,68.03010636975644,0.6268606594165405,True,81.7350664438043,0.5534828350362331,True,80.01521132589093,0.4996197168527265,True,79.56166487234448,0.5109583781913879
0032,Regional Championship Portland,2025-05-23,Regional Championship,SVI-JTG,settled,C026,True,67.49744134519901,0.6075244608374017,True,90.75816928645808,0.21745484031863355,True,86.22163453680288,0.3096261901842049,True,87.59105599299977,0.2788526743146121
0033,Special Event Bologna,2025-05-31,Special Event,SVI-JTG,settled,C027,True,65.25166207353506,0.6317879622993627,True,85.26101201310522,0.3983510266728323,True,85.35943395681291,0.3527847239322189,True,86.10033248392185,0.33493174737537706
0034,International Championship New Orleans,2025-06-13,International Championship,SVI-DRI,transition,C028,True,71.85463451844296,0.5518699114030793,False,,,False,,,False,,
0035,World Championship Anaheim,2025-08-15,World Championship,SVI-BLK/WHT,transition,C029,True,65.6637738941065,0.6077208160335134,False,,,False,,,False,,
0036,Regional Championship Frankfurt,2025-09-13,Regional Championship,SVI-BLK/WHT,settled,C030,True,78.15607795920889,0.3523213232385664,True,75.79908437675098,0.5902662347133907,True,85.4800189712222,0.25473650927680364,True,87.43996233242734,0.22035153802759036
0037,Regional Championship Monterrey,2025-09-13,Regional Championship,SVI-BLK/WHT,settled,C030,True,77.2059688342501,0.37063465310162425,True,75.47025423241868,0.700849879073752,True,83.27070168124013,0.30142879853621385,True,83.83390612638793,0.2912809706957131
0038,Regional Championship Pittsburgh,2025-09-19,Regional Championship,SVI-BLK/WHT,settled,C031,True,75.41884383041658,0.38710482156824294,True,87.64123990612424,0.2376684633437648,True,86.19767334737895,0.24869057031749625,True,86.93939052190225,0.235326296902662
0040,Regional Championship Milwaukee,2025-10-10,Regional Championship,SVI-MEG,transition,C032,True,79.1549455929182,0.3417222033947836,False,,,False,,,False,,
0039,Regional Championship Belo Horizonte,2025-10-11,Regional Championship,SVI-MEG,transition,C032,True,74.77213744258704,0.43496314754160276,False,,,False,,,False,,
0041,Regional Championship Lille,2025-10-25,Regional Championship,SVI-MEG,settled,C033,True,82.04948787989782,0.2639781194132673,True,83.51585510461692,0.294359730274698,True,86.99595435072449,0.20161311084148076,True,86.6361016087837,0.20719222311963253
0042,Regional Championship Brisbane,2025-11-01,Regional Championship,SVI-MEG,settled,C034,True,81.27723752738528,0.2794442160091749,True,84.42455384275375,0.324488461609297,True,86.4389305272121,0.2534779340708021,True,86.587910363938,0.25069326422545807
0043,Regional Championship Gdańsk,2025-11-01,Regional Championship,SVI-MEG,settled,C034,True,77.84189960250954,0.32826815403689563,True,83.33233480915207,0.33335330381695855,True,84.6228611105626,0.2770655655754487,True,85.20054198558016,0.2666569011607179
0044,Regional Championship Las Vegas,2025-11-14,Regional Championship,SVI-MEG,settled,C035,True,76.10241448867069,0.3566803807661091,True,87.47927149706118,0.24793521787997655,False,,,False,,
0045,Special Event Buenos Aires,2025-11-15,Special Event,SVI-MEG,settled,C035,True,65.19558241372512,0.5194689191981327,True,78.60102868182798,0.5283696621770867,False,,,False,,
0046,International Championship São Paulo,2025-11-21,International Championship,SVI-MEG,settled,C036,True,70.98602626879902,0.42983664786964404,True,88.99037413137196,0.2246862422168987,False,,,False,,
0047,Regional Championship Stuttgart,2025-11-29,Regional Championship,SVI-PFL,transition,C037,True,80.07422449750594,0.2930261103307949,False,,,False,,,False,,
0048,Regional Championship Toronto,2026-01-16,Regional Championship,SVI-PFL,settled,C038,True,72.77234403455624,0.3654718921536076,True,75.31715345367172,0.4986433645722883,True,77.53316113856832,0.3142215225375061,True,77.1872106090166,0.31905999148228537
0049,Regional Championship Birmingham,2026-01-24,Regional Championship,SVI-PFL,settled,C039,True,81.12704204978941,0.2451033500027349,True,84.39201096646902,0.3090690897728907,True,91.51098450750868,0.1380327722356311,True,91.95753003798363,0.13077186930107904
0050,Regional Championship Mérida,2026-01-24,Regional Championship,SVI-PFL,settled,C039,True,72.65268324590942,0.357481264759354,True,81.25807828832914,0.39456677287728104,True,83.70094263715983,0.27165095604733625,True,83.87125787841813,0.268812368693031
0051,Special Event Auckland,2026-01-24,Special Event,SVI-PFL,settled,C039,True,49.47781589812177,0.6604207072140945,True,66.72007120605251,0.8533315075371152,True,61.25586870648468,0.6918594873842021,True,62.19565067472883,0.6750776665226993
0052,Regional Championship Sydney,2026-02-07,Regional Championship,SVI-PFL,settled,C040,True,76.4157314336197,0.304313142792004,True,83.86270018969043,0.29340545109653754,True,82.54056920720062,0.2862201769311373,True,82.03306063628686,0.29453998956906785
0053,Regional Championship Santiago,2026-02-07,Regional Championship,SVI-PFL,settled,C040,True,73.78273945207268,0.3382872328764815,True,85.89534641972443,0.2611972885236217,True,83.79590082345521,0.26348128742349236,True,82.92277249858202,0.27767849595801597
0054,International Championship London,2026-02-13,International Championship,SVI-PFL,settled,C041,True,76.49890259788688,0.30323996647887896,True,89.1890919649212,0.1896650532469964,False,,,False,,
0055,Regional Championship Seattle,2026-02-27,Regional Championship,SVI-PFL,settled,C042,True,74.86348289480773,0.3243421561960293,True,84.76118652589241,0.2796112564056439,False,,,False,,
0056,Special Event San Juan,2026-03-07,Special Event,SVI-ASC,transition,C043,True,65.8812914243421,0.49808333687091844,False,,,False,,,False,,
0057,Regional Championship Curitiba,2026-03-14,Regional Championship,SVI-ASC,settled,C044,True,71.944154147354,0.3951527584879718,True,84.43154248931947,0.4265330824843981,False,,,False,,
0058,Regional Championship Houston,2026-03-20,Regional Championship,SVI-ASC,settled,C045,True,74.29353755793184,0.35703420058427987,True,89.3773679548341,0.21678840908501842,False,,,False,,
0059,Special Event Seville,2026-03-28,Special Event,SVI-ASC,settled,C046,True,76.21244724071003,0.33741209587645343,True,87.5391797073351,0.26797462994978305,True,83.14425427056077,0.3241489563353699,True,84.3437539632213,0.30108165455343644
0060,Regional Championship Orlando,2026-04-03,Regional Championship,SVI-ASC,settled,C047,True,76.23490412863964,0.32554925851178573,True,87.36365053559896,0.24777155812551063,False,,,False,,
0061,Regional Championship Querétaro,2026-04-04,Regional Championship,SVI-ASC,settled,C047,True,72.73934089122685,0.3786202653996271,True,87.29863509983991,0.29538057907349025,False,,,False,,
0062,Regional Championship Prague,2026-04-25,Regional Championship,TEF-POR,transition,C048,True,78.14303271152072,0.37684426359447043,False,,,False,,,False,,
0063,Regional Championship Los Angeles,2026-05-08,Regional Championship,TEF-POR,settled,C049,True,76.78635158347647,0.3805516133856315,True,76.25845908877066,0.5935385227807332,True,83.90360160411406,0.3095461229978067,True,84.07228774644044,0.30630215872229904
0064,Regional Championship Utrecht,2026-05-16,Regional Championship,TEF-POR,settled,C050,True,80.9812013986993,0.3092487577447268,True,85.29449205166418,0.3543495891165257,True,88.31537569318128,0.2512822431573918,True,88.3478304610635,0.2505842911599249
0065,Regional Championship Campinas,2026-05-16,Regional Championship,TEF-POR,settled,C050,True,73.5346381428135,0.4303310871087236,True,84.22232667299767,0.4098096968052555,True,84.7488054550025,0.335191088901044,True,84.9326698684742,0.3311501127807865
0066,Regional Championship Melbourne,2026-05-23,Regional Championship,TEF-POR,settled,C051,True,72.40986959921818,0.44862000651677747,True,81.98975110783849,0.42377056216850634,False,,,False,,
0067,Special Event Lima,2026-05-23,Special Event,TEF-POR,settled,C051,True,67.08070384046864,0.5441205976782042,True,79.5295031156657,0.4932649851646817,False,,,False,,
0068,Regional Championship Indianapolis,2026-05-29,Regional Championship,TEF-POR,settled,C052,True,67.47345053098938,0.533222122442797,True,83.44781390817197,0.41380465229570085,False,,,False,,
0069,Special Event Turin,2026-06-06,Special Event,TEF-CRI,transition,C053,True,76.75366543512567,0.4558104816642028,False,,,False,,,False,,
0070,International Championship New Orleans,2026-06-12,International Championship,TEF-CRI,settled,C054,True,70.36769707082135,0.529148266592476,True,81.98694282036693,0.4093876631734786,True,80.24398449616699,0.3912082277986734,True,81.30054843090754,0.37028616968499917
0071,World Championship San Francisco,2026-08-28,World Championship,TEF-PBL,transition,C055,True,60.390902817633815,0.5868014397387583,False,,,False,,,False,,
